doctor_id,department_id,day_of_week,appointment_hour,patients_ahead,queue_length,average_consultation_time,appointments_scheduled,historical_average_wait,waiting_time_minutes
3,4,1,17,11,12,16.2,17,153.5,180.0
7,3,3,17,8,13,13.8,31,87.9,125.0
2,3,2,15,14,15,11.3,18,133.7,166.8
9,3,2,16,2,3,11.8,12,23.3,18.8
10,3,2,9,2,6,10.5,31,16.1,22.0
10,1,5,12,3,7,11.3,30,24.4,49.8
1,1,0,14,10,14,8.1,25,69.4,98.0
6,5,1,13,14,16,21.3,24,252.1,180.0
7,2,3,13,0,4,13.6,33,1.9,9.9
8,4,3,14,8,9,19.5,13,130.3,151.5
10,4,4,10,10,13,18.9,29,158.5,180.0
9,1,2,10,2,6,8.7,25,8.7,21.3
2,4,6,17,12,16,18.3,19,186.8,180.0
10,1,2,16,9,12,9.3,20,70.3,101.1
2,5,2,15,3,4,18.7,14,44.2,54.7
5,2,6,12,0,2,16.4,20,0.6,5.0
5,5,3,13,3,7,19.6,22,53.1,60.7
6,3,4,17,12,15,11.6,24,117.6,180.0
3,3,0,8,0,1,10.7,15,0.8,0.0
8,3,6,17,4,9,11.5,25,40.0,54.7
1,5,5,8,4,6,21.5,24,69.4,87.0
6,4,1,11,13,16,17.5,20,199.0,180.0
4,2,6,9,10,13,16.8,29,141.4,172.5
1,3,0,14,6,9,13.8,11,72.3,95.3
7,3,3,9,13,17,10.6,11,119.2,148.1
9,3,5,17,7,12,10.7,21,63.3,90.6
4,2,5,9,3,5,16.5,25,43.8,55.4
4,3,5,12,6,7,11.6,28,59.7,84.2
6,2,2,11,3,4,13.0,11,28.9,45.2
3,3,1,15,2,7,11.1,26,17.9,24.3
6,5,3,11,14,17,20.4,23,240.8,180.0
7,5,3,13,5,8,21.2,33,88.7,111.0
10,2,5,12,3,6,13.5,25,30.6,49.1
10,5,3,9,13,16,18.4,14,207.2,180.0
3,2,1,15,2,5,16.7,19,33.2,29.8
7,5,1,9,14,19,21.0,26,252.9,180.0
3,5,4,16,14,18,20.4,22,246.1,180.0
2,2,6,16,8,10,16.1,25,108.3,150.5
10,4,6,10,4,7,17.7,18,58.3,85.0
4,5,4,11,12,16,21.0,33,212.2,180.0
8,3,0,15,13,14,11.5,13,128.9,169.8
9,4,6,16,6,11,17.0,33,87.3,116.7
7,2,1,10,11,15,15.9,25,148.6,180.0
1,4,1,12,13,16,17.7,32,199.2,180.0
3,1,6,15,5,8,11.9,20,51.9,63.8
9,1,1,10,9,12,9.4,16,69.4,105.3
1,5,4,14,14,18,21.7,26,256.0,180.0
9,5,5,15,4,7,21.7,31,75.9,90.7
8,3,5,17,6,10,11.0,22,59.1,74.9
1,4,3,10,10,13,19.2,13,164.8,180.0
6,1,5,9,5,6,9.7,23,47.1,50.0
5,5,2,17,9,10,21.7,19,170.7,180.0
6,4,4,14,1,3,17.8,19,16.5,23.8
10,5,1,16,12,15,21.0,19,211.5,180.0
5,5,6,8,12,15,19.9,21,198.7,180.0
6,1,5,10,12,16,8.9,11,89.7,138.0
5,1,4,12,2,6,8.8,32,17.2,29.1
5,5,5,10,1,4,19.7,18,22.2,17.2
4,2,0,8,11,13,16.0,14,151.1,180.0
3,5,1,14,2,5,20.4,17,38.2,44.3
3,5,0,14,0,4,20.8,30,0.0,3.3
4,3,1,17,7,10,11.1,23,68.1,84.7
9,3,4,15,5,9,11.9,16,53.2,74.7
2,3,3,12,12,15,10.2,16,97.9,151.3
9,2,5,17,1,6,16.3,18,12.6,22.8
1,2,5,12,7,11,17.0,12,103.8,147.5
1,5,2,12,5,7,19.6,23,84.2,118.2
5,3,6,8,6,11,10.0,26,47.6,67.6
6,2,0,17,10,13,13.7,27,109.0,178.2
6,1,5,12,0,4,10.6,21,0.0,6.4
3,5,4,13,6,11,20.4,31,104.1,137.1
7,4,3,8,2,4,19.2,23,29.9,42.8
9,5,6,14,10,14,19.0,22,162.1,180.0
10,4,4,8,11,16,19.1,23,179.7,180.0
8,3,0,9,7,12,12.8,18,77.9,106.1
6,4,2,9,5,10,17.3,28,66.4,85.9
8,3,5,12,3,4,12.2,11,27.1,43.5
5,1,4,17,10,13,8.6,20,72.1,111.5
8,4,6,14,7,11,17.8,26,107.7,128.4
10,5,1,8,8,12,21.5,11,147.8,179.5
4,3,3,17,9,13,11.7,28,90.8,125.4
10,5,6,8,1,6,21.4,16,17.0,24.2
8,2,4,8,14,17,15.4,27,181.8,180.0
10,3,3,13,5,7,10.8,22,43.6,62.9
2,4,5,9,4,8,18.3,14,64.6,79.2
5,3,1,8,4,7,12.0,27,38.1,52.4
9,5,2,13,9,12,19.6,32,152.4,178.5
4,1,6,9,10,11,8.5,33,72.7,93.0
6,3,2,13,2,6,11.7,33,19.7,27.7
1,4,1,17,11,16,16.3,25,150.4,180.0
9,2,3,15,7,10,13.4,24,75.6,99.0
1,1,5,9,13,16,9.7,17,104.8,126.4
5,2,4,16,7,9,14.2,24,83.6,118.2
4,3,1,15,11,12,13.7,34,121.0,159.7
3,5,0,17,4,7,19.5,10,65.7,95.6
6,5,3,8,7,10,21.0,26,127.9,154.0
2,4,2,14,9,14,18.1,24,140.3,170.5
3,5,6,17,14,19,20.8,23,246.2,180.0
5,1,1,13,7,9,9.0,23,53.9,67.4
9,5,2,13,2,4,21.8,19,35.3,42.1
2,4,3,13,1,3,18.1,11,15.8,19.6
10,3,2,13,8,13,13.3,15,95.2,110.8
8,3,1,17,1,6,11.5,26,12.6,14.1
2,5,3,14,8,9,18.4,14,126.7,150.4
5,2,0,10,3,7,15.7,14,38.5,62.2
7,3,1,13,11,15,10.0,24,96.0,121.5
8,5,4,10,12,13,19.9,24,197.9,180.0
1,4,5,14,1,5,16.8,29,13.5,23.4
6,5,1,14,9,14,20.5,20,158.6,180.0
1,3,3,15,0,4,13.9,14,2.2,5.4
2,4,6,9,3,8,17.9,10,47.5,59.7
1,5,5,16,8,9,21.3,20,145.5,180.0
5,1,1,12,11,13,10.0,20,93.2,136.9
10,4,0,16,8,9,18.0,15,123.9,178.9
9,1,6,17,3,7,11.7,32,27.0,46.1
6,2,0,12,8,13,16.6,17,110.1,176.5
1,4,4,14,14,18,19.1,11,228.0,180.0
1,1,6,16,11,15,9.2,24,86.4,122.2
2,3,2,11,5,7,12.2,32,46.3,73.9
9,3,6,9,0,4,10.9,31,1.4,1.6
3,2,5,16,9,11,14.8,18,115.4,149.9
1,4,6,9,12,17,17.9,24,182.7,180.0
5,4,3,10,13,18,19.3,17,220.7,180.0
7,4,3,17,5,7,19.6,25,81.2,114.8
6,2,2,9,8,9,14.7,23,98.6,123.2
1,4,6,10,12,17,16.1,24,162.7,180.0
5,3,0,13,1,2,13.4,29,11.2,20.9
5,1,0,10,5,10,8.7,22,36.0,59.4
6,3,1,17,1,6,12.5,18,6.4,12.3
3,3,4,15,3,6,10.1,10,24.1,41.5
5,1,5,13,14,18,9.6,15,113.9,141.3
7,3,4,14,7,11,13.9,17,86.7,110.1
5,2,6,8,12,13,13.4,29,143.3,160.1
5,1,4,10,6,10,9.7,27,53.4,80.9
5,3,1,10,10,11,11.2,27,93.1,128.1
10,5,4,9,11,16,21.6,26,200.1,180.0
10,3,2,14,12,15,13.5,30,137.0,171.6
3,2,1,16,8,11,14.0,25,100.2,131.2
1,4,2,11,6,11,16.3,22,82.8,115.5
5,3,6,12,0,2,12.5,31,0.0,0.5
9,4,1,10,1,3,17.3,13,13.2,18.0
1,5,6,16,5,9,20.7,13,90.2,116.1
3,3,6,11,6,7,10.1,30,53.7,74.5
4,1,4,12,2,5,8.5,23,13.9,22.1
1,4,2,8,8,12,18.7,14,129.5,155.0
1,5,6,9,12,17,18.8,25,185.4,180.0
8,1,2,16,14,17,11.4,23,136.3,180.0
2,1,2,9,6,7,8.2,23,44.6,54.9
8,1,1,12,13,14,8.9,23,95.4,142.7
7,1,3,15,5,7,12.0,34,48.5,68.6
10,3,4,10,12,16,11.7,33,114.1,180.0
10,3,6,13,5,10,12.8,34,59.2,67.6
2,3,2,11,0,3,10.7,23,0.0,0.0
6,5,5,14,12,13,20.4,28,209.2,180.0
6,5,3,17,4,7,20.9,12,72.9,94.9
3,5,6,10,9,14,19.3,26,151.9,180.0
2,2,5,13,2,5,16.3,23,27.3,30.2
1,5,4,17,6,10,20.4,19,102.5,157.2
6,3,4,16,9,11,11.6,22,88.9,138.8
5,3,2,17,2,5,12.2,31,24.6,29.2
9,2,2,8,4,6,15.3,13,51.5,60.2
1,2,6,10,6,11,13.7,20,66.8,99.2
7,5,1,9,13,15,19.6,24,212.1,180.0
5,4,3,15,2,5,17.4,24,25.9,37.1
5,2,6,14,12,15,14.6,33,151.6,180.0
2,1,3,9,12,13,11.0,11,111.7,138.9
3,3,2,13,9,12,11.9,20,89.4,112.2
7,1,4,10,1,3,11.8,11,7.8,18.5
6,3,2,15,5,6,11.2,32,47.7,61.3
2,3,4,17,7,10,11.7,14,68.7,97.1
6,2,6,10,3,6,16.1,22,40.4,59.1
2,2,4,17,8,13,15.2,10,107.3,163.2
2,1,2,16,11,12,10.2,16,99.9,123.9
2,3,0,8,11,16,10.2,16,90.7,131.2
3,1,3,12,14,19,9.6,19,115.2,171.7
2,4,5,10,7,12,17.1,15,99.3,147.9
4,1,4,13,6,10,12.0,29,60.4,82.1
9,5,4,17,13,18,19.2,21,213.5,180.0
6,1,0,9,6,8,11.5,22,58.2,80.1
1,5,6,16,2,5,20.7,33,35.9,45.1
8,5,6,13,13,17,19.4,20,216.0,180.0
7,5,6,14,5,10,20.2,27,86.6,104.8
10,4,5,12,12,15,19.4,11,195.6,180.0
3,1,1,16,12,13,11.5,25,115.8,155.7
1,1,0,8,4,5,8.6,11,25.1,35.4
5,4,5,12,0,3,17.4,28,0.0,1.3
4,3,0,17,10,12,11.3,15,102.3,150.1
10,2,4,13,2,5,13.2,10,20.0,31.8
8,1,3,14,12,15,10.4,20,102.4,130.9
1,2,0,11,11,15,16.4,27,154.5,180.0
10,4,1,8,0,1,17.5,19,0.0,0.0
1,3,2,15,3,4,13.0,27,32.5,48.4
4,3,5,17,9,14,12.5,10,99.9,130.8
8,3,0,11,2,5,11.5,28,21.2,34.4
5,4,0,10,10,13,16.6,25,139.2,180.0
2,5,1,14,3,5,20.8,16,51.9,67.0
6,5,3,9,8,9,21.4,24,144.1,176.9
5,2,0,15,2,4,15.7,10,29.4,36.4
2,5,0,13,11,15,18.1,32,168.0,180.0
3,5,3,14,5,10,18.9,30,74.8,96.8
9,3,1,12,5,7,10.3,18,43.5,63.7
7,3,5,16,6,7,12.3,11,58.0,87.1
7,2,5,12,8,12,16.0,26,115.5,152.9
6,1,0,12,11,14,8.4,34,76.0,125.6
8,2,3,10,6,10,16.4,33,82.9,117.7
4,2,0,8,13,15,15.2,19,169.0,180.0
8,4,6,9,0,1,18.8,15,0.0,0.0
4,4,2,15,14,16,19.9,14,235.8,180.0
8,2,5,8,7,10,13.3,17,80.6,109.1
9,2,6,14,4,7,16.6,17,61.0,71.2
3,2,4,12,8,9,13.5,14,94.1,143.7
3,5,2,10,9,14,19.6,21,154.2,180.0
2,4,0,14,12,16,19.4,16,194.8,180.0
10,2,1,16,14,18,16.6,22,198.8,180.0
3,3,5,9,11,14,12.0,22,112.9,138.1
3,3,4,15,4,6,12.4,26,43.1,61.7
5,5,2,16,4,6,20.8,13,75.0,93.3
5,5,5,10,14,19,21.3,27,253.2,180.0
2,1,3,9,11,13,8.5,19,78.1,101.3
10,1,1,14,11,15,11.2,12,106.7,126.7
6,1,2,12,13,15,9.9,21,104.3,158.0
5,5,3,12,1,6,19.8,10,16.1,21.0
6,5,6,17,11,15,19.7,20,183.8,180.0
1,5,0,12,10,12,20.0,27,167.6,180.0
5,3,3,11,2,6,13.8,22,26.6,46.0
9,5,2,12,9,12,20.2,26,151.3,180.0
10,3,2,11,8,11,13.8,17,93.5,132.6
2,1,6,13,6,9,8.7,29,45.4,61.4
1,1,0,11,0,2,10.9,28,4.1,5.1
10,1,3,9,2,7,11.2,26,19.1,29.4
9,2,3,16,11,15,15.7,11,149.8,180.0
10,2,0,9,1,2,15.4,12,15.2,23.4
9,4,3,16,0,3,18.3,12,0.4,5.2
9,4,5,17,8,11,19.4,15,128.9,177.5
6,4,0,13,7,8,19.3,19,110.5,153.5
8,2,1,16,14,15,13.5,33,160.8,180.0
1,2,2,16,4,6,16.4,31,54.1,71.5
10,4,1,10,10,14,17.7,27,152.8,180.0
4,4,5,8,11,14,17.0,27,161.3,180.0
1,5,6,8,1,6,21.5,23,17.7,20.9
8,4,5,10,0,2,17.7,25,0.0,0.4
1,5,4,12,6,8,21.2,16,109.8,164.6
3,3,4,10,12,17,11.1,10,109.7,176.2
4,2,4,16,10,15,13.0,26,108.4,165.2
8,4,0,16,10,15,18.0,32,149.9,180.0
6,2,3,10,14,15,13.4,34,159.1,180.0
10,2,5,10,1,4,16.0,14,17.1,17.0
7,2,1,12,0,1,14.1,10,0.0,5.4
8,3,6,9,1,4,11.8,30,8.7,11.9
2,1,1,13,6,7,8.3,26,38.0,48.5
10,4,1,14,6,10,17.1,19,89.1,105.9
8,1,1,16,9,12,11.1,21,82.8,114.8
3,1,6,13,5,7,8.6,34,36.9,52.8
7,1,4,10,4,7,10.6,29,34.9,60.8
3,2,1,12,2,5,16.7,34,30.9,45.4
7,5,6,11,13,16,20.7,11,228.5,180.0
2,2,6,12,11,15,16.2,32,151.7,180.0
10,2,3,15,2,3,13.4,25,24.3,25.6
6,1,6,15,10,12,9.0,24,82.8,95.2
3,2,4,13,12,13,16.6,22,171.8,180.0
3,1,1,8,11,12,10.9,27,101.3,124.6
9,5,6,15,8,13,20.6,29,139.8,173.7
7,4,0,15,3,7,18.7,31,46.0,65.6
5,1,6,9,8,13,9.7,23,62.8,89.0
10,5,2,11,3,7,18.2,27,44.7,61.6
7,4,2,9,1,2,19.1,11,14.0,22.1
9,3,2,11,14,15,12.7,11,153.3,180.0
1,1,6,17,3,7,9.9,12,22.0,36.5
7,1,4,14,5,6,11.6,14,53.3,69.8
6,3,1,16,5,6,11.3,34,50.5,64.5
10,3,5,15,4,6,11.2,25,38.1,49.9
9,1,5,16,14,19,11.5,31,136.7,180.0
1,3,5,15,14,19,13.2,24,155.3,180.0
4,2,4,9,0,5,15.1,21,0.8,4.7
9,4,3,14,2,5,16.5,18,31.4,42.5
4,4,0,9,4,6,16.9,23,55.2,73.2
10,4,0,9,5,10,18.6,30,74.6,112.3
3,2,2,11,13,18,14.5,25,162.8,180.0
9,3,2,8,0,2,13.3,20,1.0,0.0
2,5,6,12,13,14,21.8,15,237.5,180.0
4,3,5,13,13,18,13.2,19,143.9,180.0
6,1,6,16,8,9,9.5,17,62.1,86.6
2,4,5,17,13,18,19.2,25,209.5,180.0
8,3,2,15,2,6,11.4,12,18.4,19.0
8,5,1,9,9,12,18.7,11,142.0,170.6
1,1,3,8,12,17,8.1,25,81.0,106.9
3,2,6,9,2,6,14.5,28,22.4,32.1
10,2,3,14,10,12,16.6,18,140.5,170.1
9,5,3,11,1,5,19.0,25,16.6,25.1
5,1,3,17,7,9,8.8,31,51.6,76.6
6,4,2,12,14,19,19.9,13,240.0,180.0
4,3,0,14,12,14,10.1,19,104.5,139.8
10,1,2,10,2,6,11.1,28,14.2,32.3
2,2,3,17,5,8,14.3,22,62.3,78.7
8,5,2,9,1,2,18.1,27,17.2,18.3
6,5,3,14,6,7,21.7,24,109.2,132.7
5,3,4,12,12,15,10.6,13,103.2,162.8
9,5,5,8,3,4,20.2,18,51.6,60.9
1,5,0,8,8,13,19.1,13,129.8,166.2
5,1,4,16,13,18,8.3,25,87.9,146.6
6,4,1,12,9,13,16.2,30,119.6,170.4
5,3,2,8,8,12,10.5,24,70.9,96.0
6,1,1,14,6,8,8.3,33,41.6,53.9
6,4,6,16,14,18,19.0,11,225.4,180.0
7,1,2,8,11,16,9.9,23,92.7,115.4
4,1,5,17,7,11,9.4,12,52.5,78.5
8,5,4,11,2,3,19.7,31,32.1,53.9
7,4,5,10,10,12,19.7,32,169.2,180.0
9,3,6,12,4,6,13.6,13,45.3,68.9
7,3,3,14,1,6,12.9,10,5.9,14.4
3,4,5,15,9,13,19.5,32,148.1,180.0
3,5,5,9,6,7,19.3,18,95.1,112.8
8,2,3,14,12,16,14.5,26,149.0,180.0
5,1,2,8,7,10,10.5,23,63.2,82.5
4,5,3,14,8,12,20.5,26,134.4,176.4
8,4,4,15,10,15,17.9,10,154.7,180.0
6,1,5,9,10,14,9.6,19,78.3,100.0
2,3,3,16,6,8,13.9,32,75.8,89.2
4,2,6,8,9,10,16.3,25,124.4,155.7
4,3,6,13,14,19,11.7,34,136.0,166.7
6,4,5,8,9,12,18.9,28,141.2,174.8
6,1,4,10,12,13,9.1,33,93.6,143.4
1,4,1,13,7,8,16.4,34,96.4,118.5
8,1,4,10,11,13,9.4,12,87.7,137.6
6,5,0,15,8,10,19.6,21,138.2,178.1
3,2,0,12,5,7,13.1,12,53.4,76.5
9,5,0,9,11,16,21.3,24,199.0,180.0
2,5,5,11,11,15,19.4,26,186.0,180.0
8,4,6,16,9,10,18.3,27,141.0,180.0
10,2,2,11,1,5,13.3,16,6.5,15.6
3,1,6,17,1,5,8.7,28,8.9,3.4
5,1,2,17,3,5,11.6,16,26.0,37.4
6,3,2,15,14,18,12.4,14,152.2,180.0
10,1,6,12,8,9,11.8,17,77.8,117.8
6,4,5,17,6,7,20.0,30,110.9,136.3
4,5,4,8,1,4,19.5,25,21.0,24.8
3,5,2,14,7,12,19.2,25,111.8,145.1
4,5,1,10,10,14,21.4,28,182.2,180.0
1,2,6,17,6,11,17.0,34,88.9,120.7
4,1,6,15,8,13,10.5,24,73.9,93.4
1,4,0,10,7,12,19.2,16,115.5,170.7
1,2,4,8,2,7,16.1,14,31.2,44.9
10,3,0,12,0,1,11.4,32,0.0,0.0
6,4,6,9,1,5,18.3,20,14.5,24.5
5,4,6,11,14,17,19.3,19,229.0,180.0
4,4,2,8,13,18,18.8,34,209.8,180.0
3,5,4,16,12,15,18.1,30,185.6,180.0
1,4,3,13,1,2,17.3,32,15.6,17.5
6,1,1,15,3,4,8.6,18,24.3,26.7
2,4,2,11,5,7,16.9,10,65.8,103.3
8,5,6,16,3,8,21.6,29,56.1,74.0
10,4,2,9,8,10,16.1,10,110.5,141.5
5,3,1,16,3,6,10.9,17,32.7,39.7
7,3,6,12,5,9,11.2,12,43.2,67.8
10,5,1,13,5,7,20.5,11,91.7,103.7
2,1,3,10,9,10,10.1,13,77.8,106.2
8,1,2,11,10,15,8.9,28,76.9,107.0
2,2,5,13,9,12,13.7,20,109.5,127.5
4,5,2,14,0,1,18.9,14,1.7,0.0
1,4,0,8,7,11,18.0,33,108.4,141.5
5,5,4,14,11,16,19.1,19,179.2,180.0
9,2,4,8,2,6,16.8,33,27.1,35.8
1,5,0,12,14,18,19.9,32,236.2,180.0
9,5,6,13,12,17,18.2,17,183.9,180.0
8,2,4,9,5,10,15.9,22,67.5,95.1
6,1,1,17,2,6,9.3,14,8.8,23.3
7,4,4,16,14,17,18.6,21,222.8,180.0
3,2,4,17,10,15,14.1,22,119.6,180.0
1,3,0,13,1,2,12.3,31,9.4,15.6
5,1,6,14,14,16,11.1,17,132.6,162.2
2,3,3,17,4,7,13.7,24,42.3,57.6
5,1,4,15,13,18,9.0,22,105.7,136.5
8,4,5,17,0,5,17.3,10,0.0,0.0
9,4,4,8,8,11,17.9,31,121.0,160.0
2,5,3,15,10,12,21.7,15,181.6,180.0
3,3,0,11,6,10,13.6,20,69.5,109.7
3,1,3,17,2,3,8.4,22,18.4,27.0
1,4,0,15,3,8,16.5,30,45.3,56.4
8,2,1,13,12,14,15.0,29,155.4,180.0
6,4,0,16,5,6,16.4,10,71.5,103.6
8,2,1,11,2,5,14.4,20,23.4,40.8
9,1,1,9,11,16,8.6,20,76.0,104.8
5,4,0,9,6,10,18.5,17,94.0,123.4
3,4,5,12,12,15,19.8,31,201.2,180.0
5,1,2,17,5,10,12.0,12,54.1,72.2
5,4,0,16,8,10,17.5,28,119.9,172.3
5,2,4,10,11,12,15.4,21,148.8,180.0
3,4,5,15,14,15,19.4,15,234.8,180.0
10,3,5,11,4,9,10.5,32,34.2,53.3
4,5,4,13,3,6,20.8,17,47.5,77.5
9,2,2,17,2,6,14.6,14,29.0,33.6
10,3,5,13,9,11,10.8,19,86.9,105.3
9,1,1,10,0,5,9.6,31,0.0,2.1
2,2,2,12,2,4,13.3,25,27.1,27.4
8,5,6,10,2,3,20.8,21,36.5,52.2
8,5,4,8,6,10,19.0,26,97.4,126.1
7,1,2,14,6,8,9.2,15,52.0,59.6
8,1,0,11,12,17,8.5,18,90.6,135.9
3,2,2,14,14,18,16.5,19,197.8,180.0
6,4,1,10,11,14,18.0,29,169.5,180.0
1,1,0,12,0,5,10.3,23,1.8,4.1
7,4,3,12,2,4,18.3,23,29.9,40.7
1,3,4,9,12,16,11.6,26,118.6,159.6
9,5,4,17,7,12,18.8,34,109.0,150.4
1,4,2,9,8,12,19.0,25,128.1,166.2
1,5,5,11,6,10,18.5,13,93.3,134.9
7,4,0,11,6,10,16.4,11,81.8,126.5
2,3,3,11,11,13,12.8,25,120.5,164.4
5,1,0,13,14,19,8.8,10,104.2,143.6
8,3,4,9,10,11,11.2,12,96.9,131.9
8,1,0,13,7,8,9.9,32,54.0,72.7
3,1,3,14,5,7,9.8,20,41.3,51.9
7,5,5,17,10,12,20.8,25,177.5,180.0
3,3,2,10,2,6,12.5,27,20.3,27.2
6,4,1,15,14,19,18.6,24,220.6,180.0
6,3,0,9,0,5,12.9,18,0.0,11.3
3,5,1,15,6,9,19.2,21,98.8,122.1
7,1,4,12,0,3,9.3,27,1.9,2.0
3,5,2,9,0,1,19.8,14,1.5,2.5
8,2,6,14,8,11,14.2,33,99.9,117.7
10,2,2,9,12,15,16.9,17,173.4,180.0
4,4,0,13,9,10,19.3,12,148.7,180.0
1,5,5,17,6,7,18.7,11,95.6,118.8
4,4,2,10,12,15,16.0,34,165.5,180.0
7,4,0,16,10,15,16.2,28,132.7,180.0
4,2,0,10,12,15,14.0,17,139.9,180.0
6,4,1,10,3,7,16.5,11,46.7,59.2
9,2,2,12,5,9,15.1,28,56.9,96.3
1,1,0,14,0,4,11.4,10,0.0,4.8
5,5,1,15,6,8,20.9,31,110.3,130.7
7,4,3,14,11,15,16.9,22,157.4,180.0
1,2,6,16,14,19,14.6,32,172.5,180.0
4,3,1,12,5,7,12.0,29,51.5,64.0
6,4,1,17,3,5,19.2,26,48.0,66.4
2,1,0,10,6,10,11.4,12,58.0,94.4
10,1,4,13,2,5,11.6,18,17.7,27.7
5,3,4,12,0,1,12.0,14,3.3,0.0
10,2,5,11,3,6,15.8,15,44.5,59.3
1,4,4,9,2,5,16.4,13,27.6,38.4
6,2,1,14,0,2,15.3,26,0.0,7.7
6,1,5,12,1,3,9.0,30,6.1,16.8
4,2,0,11,10,12,14.7,30,124.6,180.0
8,1,2,15,4,9,10.5,30,37.3,49.7
4,2,6,16,14,19,14.0,25,163.9,180.0
8,3,6,16,7,8,10.2,25,58.4,85.3
8,5,1,10,0,2,18.0,31,1.5,2.5
5,3,1,10,3,7,10.1,20,28.5,40.7
4,3,5,12,13,15,10.0,11,109.0,159.5
2,5,0,12,3,8,18.4,26,43.0,75.8
3,5,3,17,4,6,19.0,24,74.3,97.2
3,4,1,9,6,11,16.9,27,88.5,106.5
4,4,3,8,12,14,19.9,19,202.7,180.0
4,3,3,15,11,15,11.2,15,107.6,129.1
10,3,4,10,7,8,10.5,30,62.2,100.2
5,1,0,8,14,18,10.2,25,123.8,169.6
4,1,6,8,5,10,11.4,14,49.1,63.6
10,4,6,9,0,3,18.7,21,0.3,8.2
8,4,3,13,6,10,17.2,15,87.3,104.6
6,1,6,13,2,4,10.2,23,13.1,20.5
6,1,0,10,14,15,10.9,32,135.0,180.0
8,2,4,11,12,14,15.9,25,159.5,180.0
7,2,0,9,12,14,15.7,34,155.7,180.0
10,1,1,9,12,16,11.5,16,116.5,150.9
10,2,3,14,5,6,16.5,11,67.2,82.8
8,5,0,8,14,17,20.3,15,241.6,180.0
2,4,6,14,7,9,17.7,18,107.5,129.8
9,4,2,8,6,7,18.6,16,97.7,114.6
1,1,0,13,9,12,11.3,11,88.7,119.8
8,3,3,10,5,7,10.0,28,41.7,61.0
4,1,4,15,8,9,12.0,17,81.5,108.5
4,2,6,13,8,12,13.7,20,94.6,115.6
5,3,4,9,0,2,11.9,34,0.0,1.1
8,2,3,15,0,2,16.5,13,1.7,0.0
5,5,6,12,0,1,18.9,25,0.0,0.0
8,2,1,15,7,9,14.9,34,94.8,107.2
10,5,6,15,11,14,18.5,27,172.0,180.0
1,5,1,13,12,14,19.6,22,199.2,180.0
10,2,4,9,13,18,13.7,14,149.2,180.0
9,2,4,15,11,14,14.5,11,133.3,180.0
6,5,3,13,13,14,19.5,20,222.2,180.0
3,3,1,13,9,12,14.0,10,109.7,142.4
8,5,4,15,6,11,22.0,22,107.4,152.2
9,4,1,8,2,7,16.5,14,32.5,40.4
6,5,4,9,12,14,20.9,27,216.8,180.0
7,3,6,16,1,3,10.2,23,7.8,15.2
1,4,0,15,3,7,16.1,22,42.0,58.8
5,1,2,14,2,5,8.4,16,14.3,14.9
5,1,6,14,6,10,11.9,17,66.4,77.6
10,3,5,12,9,14,13.8,27,102.9,144.2
4,5,0,9,14,16,18.8,16,223.9,180.0
6,2,5,13,14,16,13.6,29,161.1,180.0
7,3,4,17,7,9,11.0,26,60.9,98.8
9,4,2,10,5,6,18.1,25,83.3,108.2
1,4,2,11,2,7,18.3,20,27.5,47.5
6,1,4,17,5,7,8.9,28,38.4,58.4
7,4,4,9,14,19,19.0,10,221.2,180.0
3,3,1,9,1,3,11.2,30,8.4,11.7
8,4,4,15,14,17,19.7,17,235.6,180.0
5,3,3,15,11,16,12.6,10,115.6,151.2
9,2,4,17,6,10,14.7,18,77.0,107.5
5,1,3,13,13,14,11.2,28,122.5,146.0
9,4,4,12,10,14,19.3,30,167.3,180.0
10,3,1,15,9,14,11.2,18,89.5,111.6
4,5,3,11,13,15,19.4,30,212.2,180.0
9,1,0,11,6,11,11.7,34,60.1,90.9
5,2,3,12,3,4,13.7,19,35.4,50.4
10,3,6,8,12,17,10.2,33,105.6,137.9
9,2,1,8,7,9,14.8,32,88.2,109.9
3,2,5,9,3,7,16.2,20,41.9,57.8
4,4,3,15,6,9,19.1,10,96.6,123.0
9,4,6,14,3,7,19.7,29,50.5,58.9
10,3,6,17,12,14,12.1,34,127.6,166.4
6,5,6,16,11,13,18.4,17,174.0,180.0
2,3,4,12,4,5,12.4,29,44.1,65.4
7,5,6,9,6,11,21.1,21,109.8,135.8
2,2,4,14,12,17,13.4,10,135.9,180.0
2,1,5,15,13,17,8.7,19,97.0,109.7
1,3,1,14,13,16,10.0,13,107.8,133.4
3,3,2,14,12,15,12.4,24,130.0,147.2
6,5,4,12,9,10,21.5,28,156.5,180.0
8,2,6,9,2,4,15.7,15,26.4,34.3
9,2,6,13,9,10,16.9,14,132.9,158.5
7,5,0,11,4,9,18.3,14,58.0,93.0
4,2,6,17,10,12,16.6,27,142.4,180.0
6,4,1,9,13,14,19.3,12,210.7,180.0
5,1,3,16,2,6,9.3,31,14.6,18.3
8,3,3,14,4,9,13.9,11,50.1,54.2
1,1,6,13,13,16,9.2,13,101.7,127.0
1,3,0,12,2,3,13.6,27,16.9,43.0
6,4,4,10,10,15,19.5,18,163.0,180.0
10,2,1,17,9,14,16.0,28,125.6,168.0
2,5,0,17,10,13,20.3,19,173.5,180.0
5,4,4,11,6,9,16.5,31,89.3,133.1
1,1,1,10,12,15,10.1,24,108.4,145.5
7,5,6,15,0,1,19.4,10,0.0,0.0
